"","V1","V2"
"1",1,24
"2",1,38
"3",2,9
"4",2,15
"5",2,17
"6",3,5
"7",3,6
"8",3,10
"9",4,10
"10",4,18
"11",4,19
"12",5,6
"13",5,7
"14",5,24
"15",5,32
"16",6,11
"17",6,12
"18",7,12
"19",7,13
"20",8,13
"21",9,14
"22",9,15
"23",9,17
"24",10,11
"25",10,19
"26",10,23
"27",11,18
"28",12,25
"29",13,17
"30",13,21
"31",14,22
"32",15,16
"33",16,20
"34",17,20
"35",17,26
"36",18,22
"37",18,23
"38",19,23
"39",20,30
"40",21,26
"41",21,32
"42",22,25
"43",22,28
"44",23,34
"45",24,35
"46",25,28
"47",25,33
"48",26,29
"49",27,28
"50",28,31
"51",28,33
"52",29,30
"53",32,36
"54",33,34
"55",33,37
"56",34,35
"57",34,36
"58",35,38
"59",36,37
