"","x"
"1",21.018
"2",18.069
"3",15.384
"4",20.169
"5",18.134
"6",13.775
"7",16.365
"8",16.173
"9",20.61
"10",21.896
"11",16.867
"12",16.997
"13",16.372
"14",19.072
"15",20.635
"16",18.175
"17",20.885
"18",17.849
"19",18.624
"20",21.613
"21",17.375
"22",18.322
"23",7.87
"24",20.209
"25",17.856
"26",21.214
"27",18.068
"28",18.454
"29",18.607
"30",21.086
"31",21.218
"32",18.935
"33",20.737
"34",14.293
"35",18.455
"36",20.278
"37",17.782
"38",21.655
"39",20.395
"40",15.263
"41",9.511
"42",19.661
"43",19.557
"44",20.881
"45",19.676
"46",14.599
"47",17.373
"48",0.414
