"","V1","V2"
"1",1,3
"2",1,11
"3",1,13
"4",2,10
"5",3,4
"6",3,16
"7",5,8
"8",6,11
"9",7,8
"10",7,12
"11",8,12
"12",8,13
"13",9,10
"14",9,14
"15",10,11
"16",10,27
"17",11,15
"18",11,17
"19",13,23
"20",13,26
"21",13,29
"22",14,20
"23",15,19
"24",15,39
"25",16,17
"26",16,21
"27",17,18
"28",18,23
"29",18,25
"30",20,28
"31",20,39
"32",21,30
"33",22,23
"34",22,30
"35",22,34
"36",23,29
"37",23,34
"38",24,26
"39",24,34
"40",25,29
"41",25,39
"42",26,31
"43",29,33
"44",30,35
"45",32,33
"46",32,43
"47",33,38
"48",33,43
"49",34,35
"50",34,37
"51",35,36
"52",37,40
"53",37,41
"54",38,39
"55",38,42
"56",39,43
