"","V1","V2"
"1",1,6
"2",1,15
"3",1,17
"4",2,14
"5",3,7
"6",3,8
"7",4,5
"8",4,13
"9",5,12
"10",6,7
"11",6,20
"12",8,11
"13",9,15
"14",10,11
"15",10,16
"16",11,16
"17",11,17
"18",12,18
"19",13,14
"20",13,18
"21",14,15
"22",14,31
"23",15,19
"24",15,21
"25",17,27
"26",17,30
"27",17,33
"28",18,24
"29",19,23
"30",19,41
"31",20,21
"32",20,25
"33",21,22
"34",22,27
"35",22,29
"36",24,32
"37",24,41
"38",25,34
"39",26,27
"40",26,34
"41",26,39
"42",27,33
"43",27,39
"44",28,30
"45",28,39
"46",29,33
"47",29,41
"48",30,36
"49",31,35
"50",32,35
"51",33,38
"52",35,42
"53",37,38
"54",37,44
"55",38,40
"56",38,44
"57",40,41
"58",40,43
"59",41,44
