"","weight"
"1",0.75371347340583
"2",1.30465512660859
"3",5.11966395384344
"4",0.295797228027071
"5",0.622270841409846
"6",0.328304735972435
"7",0.485896696930442
"8",1.22096027777113
"9",1.22999813027695
"10",0.818801563398311
"11",1.15169614038981
"12",0.437356833756199
"13",1.31358189771419
"14",1.02146757160278
"15",1.2011344633313
"16",1.37483417202777
"17",0.821948903301566
"18",0.546885728405399
"19",0.989020222267387
"20",0.776278944910308
"21",0.587516808200767
"22",0.471936436034354
"23",0.32110590134829
