"","V1","V2"
"1",1,3
"2",2,4
"3",4,5
"4",3,8
"5",6,11
"6",7,12
"7",10,12
"8",6,13
"9",8,13
"10",4,14
"11",7,14
"12",9,14
"13",11,15
"14",10,16
"15",13,17
"16",16,17
"17",8,18
"18",17,18
"19",5,19
"20",12,20
"21",11,21
"22",15,21
"23",9,22
"24",12,22
"25",20,22
"26",4,23
"27",14,23
"28",16,23
"29",19,23
"30",10,25
"31",24,25
"32",17,26
"33",23,26
"34",26,27
"35",21,28
"36",13,29
"37",28,29
"38",16,30
"39",26,30
"40",28,30
"41",18,31
"42",29,31
"43",23,32
"44",27,32
"45",32,33
"46",19,34
"47",27,34
"48",32,34
