"","x"
"1",12.071
"2",10.244
"3",11.97
"4",11.887
"5",10.299
"6",11.651
"7",11.976
"8",10.907
"9",12.295
"10",11.079
"11",11.555
"12",9.335
"13",11.806
"14",10.497
"15",12.163
"16",10.297
"17",14.321
"18",10.811
"19",11.617
"20",9.352
"21",12.114
"22",12.349
"23",10.932
"24",11.735
"25",9.424
"26",12.092
"27",13.38
"28",11.045
"29",13.28
"30",11.807
"31",13.997
"32",11.706
"33",13.757
"34",13.058
"35",11.383
"36",13.133
"37",13.826
"38",10.954
"39",14.679
"40",11.874
"41",13.846
"42",13.295
"43",13.468
"44",10.671
"45",15.534
"46",8.939
"47",6.971
"48",1.23
"49",15.058
"50",12.789
