"","V1","V2"
"1",1,2
"2",2,4
"3",3,5
"4",4,6
"5",5,6
"6",4,10
"7",7,10
"8",7,11
"9",8,11
"10",8,12
"11",7,13
"12",9,16
"13",10,16
"14",6,17
"15",9,17
"16",10,17
"17",6,18
"18",18,19
"19",13,20
"20",13,21
"21",14,21
"22",14,22
"23",15,22
"24",15,23
"25",16,23
"26",17,24
"27",17,25
"28",18,25
"29",18,26
"30",25,26
"31",19,27
"32",26,27
"33",16,28
"34",24,28
"35",21,29
"36",11,30
"37",12,30
"38",20,30
"39",26,31
"40",28,31
"41",23,32
"42",28,32
"43",29,33
"44",32,33
"45",20,34
"46",30,34
"47",33,34
