"","V1","V2"
"1",2,3
"2",1,4
"3",4,5
"4",3,6
"5",7,9
"6",6,10
"7",3,11
"8",4,11
"9",10,12
"10",11,12
"11",8,13
"12",11,13
"13",7,14
"14",10,14
"15",9,15
"16",12,16
"17",13,17
"18",16,19
"19",17,19
"20",16,20
"21",15,21
"22",9,23
"23",20,23
"24",21,23
"25",21,24
"26",17,25
"27",22,25
"28",18,26
"29",18,27
"30",19,27
"31",20,28
"32",19,29
"33",27,29
"34",28,29
"35",20,30
"36",24,30
"37",23,31
"38",28,32
"39",29,33
"40",33,34
"41",33,35
"42",32,36
"43",31,37
"44",33,38
"45",34,38
"46",32,39
"47",35,39
