"","x"
"1",1.545
"2",0.26
"3",-0.054
"4",7.137
"5",7.281
"6",0.512
"7",10.708
"8",0.173
"9",0.768
"10",-0.026
"11",0.098
"12",3.799
"13",8.412
"14",7.914
"15",9.322
"16",2.041
"17",1.563
"18",0.22
"19",0.217
"20",0.021
"21",7.621
"22",4.33
"23",8.238
"24",9.701
"25",6.301
"26",9.803
"27",0
"28",1.459
"29",1.783
"30",3.798
"31",8.699
"32",4.115
"33",8.945
"34",9.519
"35",0.67
"36",0.243
"37",1.735
"38",0.037
"39",5.84
"40",8.235
"41",9.49
"42",7.229
"43",0.666
"44",1.549
"45",8.405
"46",9.6
"47",7.978
"48",0.326
"49",5.508
"50",5.631
"51",6.173
