"","x"
"1",1.545
"2",0.26
"3",-0.054
"4",7.137
"5",0
"6",7.281
"7",0.512
"8",0.173
"9",0.768
"10",0
"11",-0.026
"12",0.098
"13",3.799
"14",-0.09
"15",8.412
"16",7.914
"17",2.041
"18",1.563
"19",0.22
"20",0.217
"21",0.021
"22",0
"23",7.621
"24",4.33
"25",8.238
"26",6.301
"27",0.205
"28",0
"29",0
"30",1.459
"31",1.783
"32",3.798
"33",4.115
"34",8.945
"35",9.519
"36",0
"37",0.67
"38",0.243
"39",1.735
"40",0.037
"41",5.84
"42",8.235
"43",7.229
"44",0.666
"45",1.549
"46",0
"47",8.405
"48",9.6
"49",0.326
"50",5.508
"51",5.631
"52",6.173
