"","x"
"1",18.226
"2",19.138
"3",18.876
"4",10.436
"5",11.852
"6",21.287
"7",21.388
"8",21.689
"9",19.34
"10",21.25
"11",20.916
"12",22.803
"13",22.074
"14",16.252
"15",21.186
"16",21.818
"17",21.709
"18",17.263
"19",19.722
"20",22.516
"21",19.798
"22",21.146
"23",20.794
"24",21.144
"25",19.493
"26",19.552
"27",20.622
"28",21.79
"29",19.733
"30",21.62
"31",20.959
"32",20.67
"33",19.94
"34",19.195
"35",19.678
"36",20.26
"37",22.62
"38",20.865
"39",21.546
"40",19.126
"41",18.571
"42",20.963
"43",22.108
"44",18.623
"45",18.519
