"","x"
"1",10.196
"2",10.121
"3",10.14
"4",12.268
"5",15.188
"6",13.116
"7",9.002
"8",12.672
"9",13.371
"10",13.012
"11",12.737
"12",13.404
"13",13.549
"14",5.052
"15",13.293
"16",10.885
"17",9.344
"18",8.817
"19",5.522
"20",5.086
"21",12.332
"22",10.635
"23",9.361
"24",5.319
"25",9.395
"26",9.689
"27",5.539
"28",11.956
"29",10.321
"30",9.769
"31",8.309
"32",10.229
"33",9.831
"34",10.063
"35",7.792
"36",9.896
"37",8.404
"38",12.653
"39",12.217
"40",6.774
"41",6.701
"42",10.93
"43",9.552
"44",10.241
"45",9.211
"46",9.652
"47",8.113
"48",7.458
"49",7.13
"50",6.425
"51",12.14
