"","x"
"1",15.398
"2",15.251
"3",14.108
"4",14.018
"5",13.875
"6",15.412
"7",15.327
"8",14.529
"9",15.112
"10",14.105
"11",13.892
"12",14.072
"13",13.635
"14",14.5
"15",15.188
"16",18.042
"17",14.723
"18",16.749
"19",16.645
"20",13.59
"21",16.969
"22",16.926
"23",16.69
"24",13.832
"25",13.667
"26",18.081
"27",17.998
"28",17.142
"29",16.939
"30",16.985
"31",16.798
"32",14.862
"33",13.759
"34",13.371
"35",12.737
"36",17.31
"37",16.893
"38",14.716
"39",17.916
"40",13.404
"41",17.006
"42",16.781
"43",13.549
"44",16.848
"45",16.903
