"","x"
"1",10.196
"2",9.876
"3",12.364
"4",11.605
"5",10.121
"6",14.529
"7",10.14
"8",14.072
"9",12.268
"10",12.05
"11",15.188
"12",12.753
"13",16.645
"14",13.667
"15",13.116
"16",9.002
"17",12.672
"18",14.862
"19",13.759
"20",13.371
"21",13.012
"22",12.737
"23",13.404
"24",13.549
"25",5.052
"26",4.652
"27",10.885
"28",9.344
"29",13.814
"30",5.522
"31",5.086
"32",12.332
"33",9.395
"34",9.689
"35",5.539
"36",11.956
"37",10.321
"38",9.769
"39",8.309
"40",9.831
"41",10.063
"42",9.896
"43",8.404
"44",12.217
"45",6.774
"46",6.701
"47",3.573
"48",10.241
"49",9.211
"50",8.113
"51",7.13
"52",6.425
