"","x"
"1",10.545
"2",10.673
"3",14.053
"4",14.57
"5",13.776
"6",7.673
"7",9.739
"8",10.586
"9",12.923
"10",13.782
"11",13.594
"12",14.158
"13",14.672
"14",13.924
"15",10.479
"16",14.538
"17",7.705
"18",12.18
"19",13.48
"20",15.337
"21",15.575
"22",14.994
"23",12.531
"24",14.136
"25",15.175
"26",15.074
"27",15.752
"28",15.858
"29",15.046
"30",16.1
"31",8.607
"32",11.943
"33",12.147
"34",13.446
"35",13.766
"36",15.559
"37",14.913
"38",15.692
"39",14.529
"40",9.125
"41",10.99
"42",14.45
"43",14.873
"44",10.947
"45",14.754
"46",13.601
"47",14.884
