"","V1","V2"
"1",1,4
"2",2,4
"3",3,4
"4",3,6
"5",2,7
"6",3,7
"7",7,8
"8",5,9
"9",9,10
"10",4,11
"11",9,11
"12",8,13
"13",11,14
"14",11,15
"15",13,15
"16",15,16
"17",14,17
"18",10,18
"19",14,18
"20",10,19
"21",18,19
"22",16,20
"23",6,21
"24",13,21
"25",16,22
"26",11,23
"27",14,23
"28",17,23
"29",22,24
"30",23,24
"31",12,25
"32",21,25
"33",19,26
"34",20,26
"35",16,27
"36",22,27
"37",19,28
"38",26,29
"39",25,30
"40",21,31
"41",22,31
"42",25,31
"43",30,31
"44",29,32
"45",18,33
"46",23,33
"47",29,34
