"","x"
"1",7.837
"2",3.426
"3",9.112
"4",7.908
"5",8.216
"6",2.83
"7",8.025
"8",6.345
"9",0.325
"10",6.602
"11",5.252
"12",9.582
"13",8.092
"14",7.969
"15",2.387
"16",5.808
"17",6.804
"18",0.266
"19",3.686
"20",0.601
"21",6.733
"22",11.337
"23",11.754
"24",10.631
"25",7.399
"26",10.045
"27",12.034
"28",10.278
"29",10.508
"30",3.963
"31",2.667
"32",10.818
"33",7.679
"34",0.287
"35",11.367
"36",11.1
"37",12.077
"38",8.511
"39",10.821
"40",5.984
"41",7.064
"42",4.004
"43",7.765
"44",4.693
"45",2.918
