"","x"
"1",20.668
"2",15.886
"3",21.488
"4",23.386
"5",16.785
"6",19.256
"7",20.54
"8",23.677
"9",19.003
"10",19.632
"11",19.414
"12",21.958
"13",22.911
"14",22.355
"15",10.958
"16",9.517
"17",22.053
"18",20.339
"19",21.156
"20",19.36
"21",19.242
"22",22.877
"23",19.302
"24",23.561
"25",21.264
"26",25.569
"27",22.175
"28",8.999
"29",17.255
"30",14.828
"31",9.789
"32",14.654
"33",21.812
"34",18.112
"35",19.004
"36",14.586
"37",18.146
"38",23.218
"39",23.07
"40",20.522
"41",17.861
"42",19.447
"43",23.183
"44",21.99
"45",19.49
"46",19.597
"47",14.611
"48",17.998
"49",11.516
"50",19.375
"51",20.106
"52",14
"53",16.726
"54",13.936
"55",18.622
"56",18.255
"57",18.581
