"","x"
"1",20.668
"2",15.886
"3",21.488
"4",23.386
"5",16.785
"6",19.256
"7",23.448
"8",20.54
"9",24.058
"10",23.677
"11",19.003
"12",19.632
"13",19.414
"14",24.757
"15",21.958
"16",22.911
"17",24.61
"18",21.906
"19",23.834
"20",22.355
"21",10.958
"22",22.053
"23",20.339
"24",21.156
"25",19.36
"26",19.242
"27",22.877
"28",19.302
"29",23.561
"30",21.264
"31",20.601
"32",24.251
"33",25.569
"34",22.175
"35",25.326
"36",17.255
"37",14.828
"38",14.654
"39",21.812
"40",18.112
"41",19.004
"42",23.218
"43",20.522
"44",17.861
"45",19.447
"46",16.726
