"","V1","V2"
"1",1,3
"2",1,6
"3",5,6
"4",4,7
"5",6,8
"6",7,9
"7",6,10
"8",2,11
"9",3,12
"10",10,12
"11",11,12
"12",3,13
"13",4,13
"14",7,14
"15",9,15
"16",8,16
"17",15,17
"18",9,18
"19",14,18
"20",15,18
"21",16,18
"22",17,18
"23",1,19
"24",14,19
"25",13,20
"26",19,20
"27",6,21
"28",16,21
"29",20,22
"30",11,23
"31",19,24
"32",12,25
"33",22,25
"34",23,25
"35",20,26
"36",21,27
"37",18,28
"38",24,28
"39",20,29
"40",21,29
"41",24,29
"42",24,30
"43",28,30
"44",2,31
"45",25,31
"46",5,32
"47",31,33
"48",32,33
"49",29,34
"50",25,35
"51",33,36
"52",29,37
"53",27,38
"54",25,39
"55",34,39
"56",31,40
"57",32,40
"58",35,40
"59",37,41
"60",34,42
"61",38,42
"62",41,42
"63",27,44
"64",43,44
"65",38,45
"66",40,46
"67",44,47
