"","x"
"1",20.668
"2",15.886
"3",21.488
"4",16.785
"5",19.256
"6",19.003
"7",19.632
"8",19.414
"9",21.958
"10",10.958
"11",9.517
"12",22.053
"13",6.831
"14",21.156
"15",9.189
"16",19.36
"17",19.242
"18",19.302
"19",21.264
"20",7.625
"21",8.999
"22",7.894
"23",17.255
"24",8.053
"25",14.828
"26",9.789
"27",7.208
"28",10.632
"29",14.654
"30",21.812
"31",18.112
"32",19.004
"33",14.586
"34",8.505
"35",9.382
"36",6.267
"37",20.522
"38",17.861
"39",19.447
"40",9.604
"41",11.55
"42",14.611
"43",17.998
"44",11.516
"45",14
"46",6.878
"47",8.589
"48",16.726
"49",13.936
"50",18.255
