"","x"
"1",22.313
"2",22.86
"3",22.265
"4",19.357
"5",19.245
"6",22.149
"7",21.578
"8",21.874
"9",17.807
"10",22.739
"11",21.9
"12",22.324
"13",22.757
"14",21.661
"15",19.89
"16",20.61
"17",22.177
"18",21.368
"19",20.194
"20",18.148
"21",22.498
"22",18.541
"23",22.234
"24",22.45
"25",19.458
"26",21.83
"27",21.004
"28",23.568
"29",19.775
"30",21.725
"31",21.888
"32",21.575
"33",18.453
"34",19.751
"35",16.463
"36",21.863
"37",21.723
"38",21.502
"39",23.19
"40",19.183
"41",15.659
"42",23.64
"43",22.111
"44",19.723
