"","x"
"1",22.313
"2",22.86
"3",22.265
"4",19.357
"5",19.245
"6",22.149
"7",22.523
"8",21.578
"9",21.874
"10",17.807
"11",22.739
"12",22.663
"13",21.9
"14",22.324
"15",22.757
"16",21.661
"17",19.89
"18",20.61
"19",22.177
"20",21.368
"21",20.194
"22",22.425
"23",22.759
"24",18.148
"25",22.498
"26",18.541
"27",22.234
"28",22.45
"29",19.458
"30",21.83
"31",21.004
"32",23.568
"33",19.775
"34",21.725
"35",21.575
"36",18.453
"37",19.751
"38",16.463
"39",21.723
"40",21.502
"41",19.183
"42",15.659
"43",22.111
"44",19.723
