"","x"
"1",9.304
"2",11.237
"3",11.941
"4",11.629
"5",12.953
"6",11.528
"7",11.772
"8",13.092
"9",11.588
"10",9.797
"11",6.497
"12",13.032
"13",8.97
"14",12.572
"15",13.994
"16",10.328
"17",12.521
"18",12.198
"19",10.007
"20",12.376
"21",10.118
"22",10.38
"23",10.475
"24",12.388
"25",12.363
"26",2.774
"27",10.248
"28",12.419
"29",10.019
"30",10.405
"31",10.257
"32",5.665
"33",13.065
"34",10.852
"35",14.589
"36",13.993
"37",14.216
"38",14.274
"39",14.069
"40",6.976
"41",12.702
"42",10.384
"43",2.462
"44",15.322
"45",14.533
"46",13.812
"47",15.181
