"","x"
"1",11.237
"2",13.953
"3",11.941
"4",13.849
"5",11.629
"6",12.953
"7",11.528
"8",14.035
"9",11.772
"10",13.092
"11",11.588
"12",9.797
"13",15.404
"14",8.97
"15",16.233
"16",15.098
"17",13.994
"18",10.328
"19",12.521
"20",12.198
"21",10.007
"22",12.376
"23",10.118
"24",15.062
"25",10.475
"26",12.388
"27",12.363
"28",10.248
"29",12.419
"30",10.019
"31",10.405
"32",10.257
"33",5.665
"34",14.658
"35",13.065
"36",10.852
"37",13.993
"38",14.216
"39",15.108
"40",14.848
"41",14.274
"42",14.069
"43",14.925
"44",15.508
"45",6.976
"46",12.702
"47",10.384
"48",13.812
