"","x"
"1",14.453
"2",13.437
"3",13.736
"4",14.385
"5",14.225
"6",13.707
"7",13.953
"8",13.849
"9",13.628
"10",14.518
"11",14.418
"12",14.186
"13",12.953
"14",14.035
"15",13.82
"16",15.404
"17",14.915
"18",13.716
"19",12.327
"20",17.008
"21",16.11
"22",16.137
"23",14.696
"24",12.572
"25",14.835
"26",14.764
"27",15.181
"28",15.076
"29",14.569
"30",17.298
"31",16.233
"32",15.098
"33",13.994
"34",12.521
"35",14.947
"36",14.819
"37",15.25
"38",14.471
"39",15.062
"40",10.475
"41",14.658
"42",13.065
"43",14.987
