"","V1","V2"
"1",1,5
"2",2,10
"3",2,11
"4",3,9
"5",4,6
"6",5,25
"7",6,12
"8",6,13
"9",7,12
"10",8,14
"11",8,15
"12",9,13
"13",9,14
"14",10,11
"15",10,32
"16",11,15
"17",11,18
"18",12,24
"19",13,20
"20",14,19
"21",14,20
"22",15,19
"23",15,32
"24",16,17
"25",16,18
"26",16,21
"27",18,21
"28",18,22
"29",19,22
"30",20,23
"31",20,25
"32",21,29
"33",22,23
"34",22,27
"35",22,28
"36",23,26
"37",23,27
"38",24,26
"39",24,30
"40",25,32
"41",25,42
"42",26,27
"43",26,30
"44",26,36
"45",27,31
"46",27,33
"47",28,33
"48",28,34
"49",29,32
"50",29,34
"51",30,37
"52",31,35
"53",31,36
"54",32,42
"55",33,35
"56",33,44
"57",35,38
"58",36,37
"59",36,39
"60",37,40
"61",39,43
"62",41,42
"63",44,45
"64",44,46
