"","x"
"1",7.635
"2",-0.076
"3",0.379
"4",3.989
"5",0.09
"6",-0.12
"7",0.12
"8",0
"9",0.292
"10",0
"11",0
"12",6.717
"13",0.37
"14",0
"15",0
"16",0.2
"17",2.931
"18",-0.087
"19",3.362
"20",-0.267
"21",-0.009
"22",-0.062
"23",0.154
"24",6.893
"25",2.803
"26",-0.047
"27",-0.108
"28",3.512
"29",-0.286
"30",0.027
"31",0.092
"32",0
"33",0.18
"34",0.163
"35",5.284
"36",4.354
"37",4.786
"38",-0.046
"39",4.481
"40",-0.091
"41",6.027
"42",4.878
"43",0.172
"44",5.14
"45",-0.1
"46",5.497
"47",0.181
"48",3.646
"49",7.231
"50",7.401
"51",6.261
"52",3.958
"53",0.186
"54",0.203
"55",0
"56",0.449
