"","x"
"1",3.989
"2",0.12
"3",0
"4",0.292
"5",0
"6",0
"7",6.717
"8",0.37
"9",0
"10",0.2
"11",0.152
"12",2.931
"13",-0.087
"14",3.362
"15",-0.267
"16",-0.009
"17",0.154
"18",2.803
"19",-0.047
"20",-0.108
"21",3.512
"22",-0.286
"23",0.027
"24",0.18
"25",0.163
"26",5.284
"27",4.354
"28",4.786
"29",-0.046
"30",4.481
"31",-0.056
"32",6.027
"33",4.878
"34",0.172
"35",5.14
"36",-0.1
"37",0.048
"38",5.497
"39",0.181
"40",3.646
"41",7.231
"42",7.401
"43",6.261
"44",3.958
"45",0.186
"46",0.203
"47",0
"48",0.449
