"","x"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0.153
"7",0.292
"8",0.077
"9",4.752
"10",5.172
"11",-0.077
"12",-0.099
"13",4.668
"14",4.654
"15",4.368
"16",4.333
"17",0
"18",4.24
"19",0
"20",4.757
"21",6.288
"22",5.746
"23",6.126
"24",5.199
"25",5.792
"26",5.546
"27",6.224
"28",0.037
"29",-0.058
"30",4.502
"31",5.555
"32",5.68
"33",0
"34",0
"35",0
"36",0.55
"37",0.216
"38",0.539
"39",0.058
"40",5.229
"41",5.694
"42",0.042
"43",0.531
"44",-0.015
"45",5.878
"46",6.342
"47",0
"48",0
"49",5.753
"50",0
"51",0
