"","V1","V2"
"1",1,4
"2",2,5
"3",3,5
"4",5,6
"5",4,7
"6",5,7
"7",4,8
"8",6,11
"9",7,11
"10",7,12
"11",8,12
"12",9,13
"13",9,14
"14",10,14
"15",8,15
"16",10,15
"17",7,16
"18",14,16
"19",12,17
"20",13,18
"21",11,19
"22",12,19
"23",15,20
"24",10,21
"25",16,22
"26",18,24
"27",22,24
"28",23,24
"29",22,25
"30",21,26
"31",25,26
"32",21,27
"33",16,30
"34",26,30
"35",24,31
"36",25,31
"37",20,32
"38",26,32
"39",27,32
"40",29,33
"41",28,34
"42",33,35
"43",34,35
"44",34,36
"45",34,37
"46",36,37
"47",30,38
"48",35,38
"49",33,39
"50",30,40
"51",31,40
"52",32,41
"53",37,42
"54",37,43
"55",38,43
"56",35,44
"57",39,44
"58",40,45
"59",41,45
"60",45,46
"61",44,47
"62",42,48
"63",43,48
"64",46,49
"65",47,50
"66",48,50
"67",48,51
