"","x"
"1",21.612
"2",16.839
"3",18.813
"4",19.251
"5",16.606
"6",19.658
"7",21.423
"8",18.077
"9",18.039
"10",17.513
"11",18.769
"12",21.688
"13",21.014
"14",21.961
"15",20.305
"16",20.439
"17",21.411
"18",20.826
"19",19.997
"20",17.499
"21",20.492
"22",19.489
"23",19.073
"24",20.556
"25",19.653
"26",19.112
"27",19.294
"28",18.793
"29",19.411
"30",19.294
"31",17.746
"32",18.736
"33",20.458
"34",16.683
"35",17.705
"36",21.857
"37",21.691
"38",19.901
"39",19.796
"40",21.26
"41",19.03
"42",18.579
"43",21.6
"44",20.843
"45",19.97
"46",20.283
"47",18.706
