"","x"
"1",17.604
"2",17.083
"3",21.612
"4",18.212
"5",16.256
"6",15.013
"7",13.255
"8",17.713
"9",16.839
"10",18.813
"11",19.251
"12",16.606
"13",19.658
"14",21.423
"15",18.077
"16",15.371
"17",18.339
"18",18.039
"19",17.513
"20",18.769
"21",21.688
"22",20.305
"23",20.439
"24",21.411
"25",13.914
"26",20.826
"27",19.997
"28",17.499
"29",20.492
"30",15.898
"31",13.646
"32",15.651
"33",15.849
"34",16.308
"35",19.489
"36",19.073
"37",20.556
"38",11.543
"39",15.88
"40",15.9
"41",19.653
"42",19.294
"43",19.294
"44",20.458
