"","x"
"1",7.769
"2",9.7
"3",8.238
"4",8.884
"5",7.856
"6",9.55
"7",9.736
"8",7.891
"9",10.688
"10",10.787
"11",11.238
"12",10.65
"13",10.59
"14",8.847
"15",9.199
"16",8.81
"17",10.095
"18",12.333
"19",11.628
"20",9.455
"21",8.199
"22",10.262
"23",9.413
"24",11.809
"25",9.66
"26",11.756
"27",9.784
"28",10.495
"29",10.214
"30",10.925
"31",9.395
"32",8.29
"33",8.26
"34",10.288
"35",11.267
"36",10.131
"37",11.119
"38",9.735
"39",8.714
"40",10.129
"41",11.187
"42",10.4
"43",11.461
"44",11.166
"45",7.183
