"","x"
"1",8.043
"2",8.176
"3",8.786
"4",7.769
"5",7.713
"6",8.759
"7",10.845
"8",9.7
"9",7.696
"10",7.319
"11",8.238
"12",12.093
"13",7.856
"14",9.55
"15",9.736
"16",7.891
"17",10.688
"18",10.443
"19",10.787
"20",11.238
"21",10.65
"22",10.59
"23",8.847
"24",9.199
"25",8.81
"26",10.095
"27",12.333
"28",11.628
"29",9.455
"30",8.199
"31",10.262
"32",9.413
"33",11.809
"34",9.66
"35",11.756
"36",9.784
"37",10.495
"38",10.214
"39",10.925
"40",9.395
"41",8.26
"42",10.288
"43",11.267
"44",10.131
"45",11.119
"46",9.735
"47",8.714
"48",10.129
"49",11.187
"50",10.4
"51",11.166
