"","V1","V2"
"1",1,2
"2",1,8
"3",1,12
"4",2,4
"5",2,11
"6",3,8
"7",3,14
"8",4,7
"9",4,8
"10",4,11
"11",5,7
"12",6,7
"13",6,10
"14",6,14
"15",7,23
"16",8,11
"17",8,12
"18",8,17
"19",9,10
"20",9,13
"21",10,16
"22",11,18
"23",11,19
"24",12,15
"25",13,14
"26",13,16
"27",14,17
"28",14,23
"29",15,18
"30",16,20
"31",16,21
"32",17,18
"33",17,24
"34",18,19
"35",18,24
"36",19,25
"37",19,28
"38",20,21
"39",20,29
"40",21,23
"41",22,27
"42",23,25
"43",23,26
"44",23,27
"45",24,26
"46",24,28
"47",25,27
"48",26,29
