"","x"
"1",12.108
"2",10.743
"3",9.66
"4",12.268
"5",10.708
"6",10.773
"7",10.614
"8",11.188
"9",11.097
"10",10.969
"11",7.489
"12",10.745
"13",10.67
"14",9.804
"15",11.175
"16",7.644
"17",10.988
"18",11.06
"19",7.564
"20",10.232
"21",10
"22",9.704
"23",11.113
"24",8.031
"25",13.115
"26",10.595
"27",14.986
"28",14.844
"29",10.619
"30",14.961
"31",13.555
"32",11.995
"33",11.383
"34",11.309
"35",11.286
"36",15.106
"37",14.983
"38",13.943
"39",13.48
"40",11.321
"41",11.298
"42",14.449
"43",10.845
"44",13.437
"45",13.281
