"","x"
"1",9.58
"2",6.63
"3",11.744
"4",10.48
"5",10.791
"6",10.792
"7",9.634
"8",9.536
"9",10.743
"10",9.66
"11",10.813
"12",10.733
"13",9.536
"14",9.413
"15",7.204
"16",10.293
"17",10.773
"18",10.614
"19",8.389
"20",11.188
"21",7.603
"22",7.489
"23",10.745
"24",10.152
"25",9.804
"26",9.661
"27",9.702
"28",9.675
"29",11.175
"30",7.644
"31",10.988
"32",7.564
"33",10.232
"34",10
"35",9.704
"36",9.744
"37",9.718
"38",11.113
"39",8.031
"40",13.115
"41",10.595
"42",10.619
"43",11.383
"44",11.321
"45",10.845
"46",13.281
