"","x"
"1",15.392
"2",13.694
"3",15.064
"4",9.623
"5",15.727
"6",14.059
"7",11.598
"8",15.199
"9",15.115
"10",10.588
"11",15.128
"12",13.54
"13",10.789
"14",14.571
"15",14.711
"16",12.534
"17",15.382
"18",15.259
"19",14.819
"20",11.921
"21",14.366
"22",13.173
"23",7.354
"24",10.753
"25",15.781
"26",15.034
"27",14.267
"28",14.278
"29",8.786
"30",13.818
"31",10.838
"32",12.016
"33",15.849
"34",14.857
"35",13.871
"36",13.821
"37",12.058
"38",7.974
"39",14.197
"40",13.798
"41",12.179
"42",11.057
"43",9.833
"44",11.228
"45",9.237
"46",11.142
"47",11.116
"48",11.013
"49",10.266
