"","weight"
"1",0.350888871446608
"2",2.08542245120265
"3",0.968373068752957
"4",0.445000000025115
"5",0.96546413705086
"6",0.294305963331575
"7",0.976160335243988
"8",0.17491712285466
"9",1.6150157894142
"10",2.00246448161333
"11",1.43005209703582
"12",1.42739658116443
"13",1.21499629656411
"14",1.34509813825513
"15",1.17387776184417
"16",0.245619624377411
"17",0.611280622912134
"18",0.363902459306043
"19",2.24179057935104
"20",2.77613418258185
"21",0.780833529075813
"22",0.334551939156102
"23",0.897453174316721
"24",0.587112255255502
"25",1.19671784485485
"26",0.899938330922904
"27",1.28962095211944
"28",1.50099433707275
"29",0.718818475253318
"30",1.30783064665111
"31",0.660378679271463
"32",1.57905541363306
"33",2.02940666216813
