"","V1","V2"
"1",1,4
"2",2,6
"3",3,6
"4",5,7
"5",5,9
"6",7,9
"7",4,11
"8",10,13
"9",4,14
"10",6,15
"11",13,15
"12",9,16
"13",14,16
"14",8,18
"15",17,18
"16",12,19
"17",11,20
"18",12,20
"19",13,21
"20",14,21
"21",19,21
"22",14,22
"23",15,22
"24",16,22
"25",21,22
"26",16,23
"27",18,23
"28",18,24
"29",14,26
"30",20,26
"31",25,26
"32",23,27
"33",13,28
"34",21,28
"35",19,29
"36",26,30
"37",29,31
"38",21,32
"39",29,32
"40",28,33
"41",32,33
"42",22,34
"43",27,34
"44",33,34
"45",34,35
"46",29,36
"47",36,37
"48",28,38
"49",37,38
"50",35,39
"51",38,39
"52",37,40
"53",32,41
"54",40,41
"55",41,42
