"","x"
"1",13.694
"2",9.623
"3",14.059
"4",11.598
"5",6.769
"6",6.831
"7",12.534
"8",15.259
"9",11.921
"10",13.173
"11",7.354
"12",15.781
"13",14.267
"14",14.278
"15",8.786
"16",13.818
"17",7.929
"18",12.016
"19",5.656
"20",14.857
"21",13.821
"22",12.058
"23",8.584
"24",14.197
"25",8.691
"26",12.179
"27",7.556
"28",7.757
"29",11.057
"30",9.833
"31",8.947
"32",5.298
"33",11.228
"34",9.237
"35",11.142
"36",9.074
"37",11.116
"38",11.013
"39",9.075
"40",7.362
"41",10.266
"42",9.974
"43",10.261
"44",7.498
"45",8.886
