"","x"
"1",13.694
"2",15.064
"3",11.598
"4",10.588
"5",15.128
"6",13.54
"7",10.789
"8",5.733
"9",6.46
"10",14.571
"11",14.711
"12",12.534
"13",14.819
"14",14.366
"15",13.173
"16",10.753
"17",14.267
"18",7.17
"19",14.278
"20",8.786
"21",13.818
"22",10.838
"23",10.947
"24",12.016
"25",5.656
"26",14.857
"27",6.218
"28",4.928
"29",13.821
"30",12.058
"31",7.974
"32",6.615
"33",13.798
"34",7.317
"35",12.179
"36",7.556
"37",7.757
"38",6.897
"39",11.057
"40",7.136
"41",5.298
"42",11.228
"43",11.013
"44",7.362
"45",7.025
