"","weight"
"1",0.899979999705697
"2",0.920472161283985
"3",1.14178325440777
"4",0.536540772000078
"5",1.05350083039119
"6",0.542189081435563
"7",0.52392747577398
"8",1.15525581612014
"9",3.75054942643362
"10",0.709365913949303
"11",0.564003546704128
"12",0.833846508848853
"13",0.412620891731583
"14",1.07335921320167
"15",1.03464969950028
"16",1.06169722577575
"17",0.874642784391773
"18",0.834865258859562
"19",0.884137997933979
"20",0.984733466340801
"21",1.73666346831466
"22",0.942019107756334
"23",0.983383882268916
"24",0.894731166584482
"25",0.636670243750186
"26",0.706352688526865
"27",1.32349386091668
"28",1.08796238918111
"29",0.366742416873516
"30",1.11489909865444
"31",0.371300417767376
"32",1.17570234334312
"33",0.984548627062667
"34",1.2061690594297
