"","x"
"1",0
"2",7.073
"3",7.408
"4",0.419
"5",0.541
"6",0.268
"7",6.596
"8",0.318
"9",3.426
"10",7.204
"11",8.123
"12",7.31
"13",7.685
"14",6.566
"15",7.711
"16",7.752
"17",7.053
"18",-0.012
"19",0.176
"20",7.24
"21",0
"22",0.168
"23",-0.186
"24",0.02
"25",7.171
"26",6.883
"27",7.425
"28",5.893
"29",3.274
"30",2.393
"31",6.174
"32",-0.018
"33",3.412
"34",0
"35",0.056
"36",3.123
"37",0.093
"38",0
"39",-0.048
"40",0
"41",8.683
"42",7.736
"43",0.336
"44",0
"45",0
"46",0.496
"47",5.46
"48",8.001
"49",6.374
"50",6.724
"51",6.152
"52",7.231
"53",0.053
"54",0.008
"55",0.148
"56",0.335
"57",0.072
"58",8.598
"59",8.607
"60",6.67
"61",6.212
"62",6.511
"63",1.595
"64",0
"65",0.463
"66",0.377
"67",0.486
"68",6.316
"69",7.981
"70",9.007
"71",6.955
"72",5.859
"73",0
"74",0.757
"75",-0.156
"76",0.055
"77",7.415
"78",8.407
"79",7.233
"80",0.858
"81",1.154
"82",0.276
"83",0.219
