"","V1","V2"
"1",1,4
"2",2,4
"3",4,5
"4",5,6
"5",6,9
"6",7,10
"7",4,11
"8",9,11
"9",9,12
"10",8,13
"11",10,13
"12",11,13
"13",3,14
"14",8,14
"15",10,14
"16",12,15
"17",11,16
"18",10,17
"19",7,18
"20",14,18
"21",8,19
"22",17,20
"23",12,21
"24",15,22
"25",19,23
"26",14,24
"27",19,24
"28",20,24
"29",17,25
"30",18,25
"31",20,25
"32",21,25
"33",16,26
"34",22,26
"35",21,27
"36",26,28
"37",16,29
"38",20,29
"39",23,30
"40",28,31
"41",29,31
"42",30,32
"43",30,33
"44",29,34
"45",31,35
"46",29,36
"47",33,36
"48",30,37
"49",32,37
"50",33,38
"51",37,38
"52",34,39
"53",36,39
"54",35,40
"55",25,41
"56",27,41
