"","x"
"1",10.982
"2",3.183
"3",13.934
"4",14.335
"5",13.339
"6",14.435
"7",13.316
"8",11.82
"9",13.481
"10",11.474
"11",12.214
"12",6.11
"13",5.237
"14",7.003
"15",11.244
"16",11.771
"17",6.245
"18",9.455
"19",12.44
"20",6.397
"21",8.818
"22",11.056
"23",6.528
"24",8.207
"25",2.601
"26",6.584
"27",8.875
"28",8.393
"29",8.403
"30",7.78
"31",6.813
"32",9.364
"33",8.443
"34",7.791
"35",7.799
"36",6.686
"37",10.883
"38",11.387
"39",10.782
"40",10.71
"41",4.082
"42",7.948
"43",10.836
"44",12.626
"45",8.514
"46",10.468
"47",10.71
"48",10.737
"49",11.823
