"","x"
"1",12.339
"2",12.692
"3",14.208
"4",12.776
"5",12.195
"6",12.771
"7",14.259
"8",14.237
"9",12.204
"10",13.24
"11",12.951
"12",14.956
"13",13.891
"14",4.993
"15",14.139
"16",13.514
"17",15.136
"18",12.777
"19",14.424
"20",14.667
"21",14.263
"22",13.027
"23",5.169
"24",9.254
"25",14.812
"26",12.788
"27",14.501
"28",12.246
"29",12.56
"30",11.794
"31",12.097
"32",13.393
"33",12.845
"34",8.766
"35",13.047
"36",12.011
"37",13.443
"38",11.727
"39",12.571
"40",13.456
"41",12.954
"42",8.574
"43",12.637
"44",12.815
"45",12.083
