"","x"
"1",8.592
"2",0.393
"3",0
"4",0.424
"5",8.202
"6",0.551
"7",7.807
"8",9.415
"9",9.823
"10",5.665
"11",9.973
"12",0
"13",0.022
"14",0.182
"15",7.285
"16",8.197
"17",8.292
"18",8.431
"19",6.362
"20",9.315
"21",8.017
"22",2.748
"23",5.74
"24",9.027
"25",6.739
"26",9.4
"27",7.869
"28",0.053
"29",0.02
"30",-0.092
"31",3.876
"32",6.808
"33",9.42
"34",9.382
"35",7.716
"36",9.085
"37",11.788
"38",8.784
"39",0.416
"40",5.797
"41",0.317
"42",0
"43",5.724
"44",1.777
"45",9.57
"46",4.722
"47",2.817
"48",4.582
"49",0.394
"50",4.533
"51",0
"52",3.067
"53",4.438
