"","V1","V2"
"1",1,10
"2",2,11
"3",2,12
"4",3,11
"5",3,17
"6",4,5
"7",4,7
"8",4,9
"9",4,21
"10",4,33
"11",5,6
"12",5,9
"13",6,18
"14",6,19
"15",7,8
"16",7,21
"17",7,30
"18",9,23
"19",9,24
"20",9,31
"21",9,37
"22",10,23
"23",10,24
"24",11,16
"25",11,17
"26",11,34
"27",12,15
"28",12,16
"29",12,27
"30",13,15
"31",14,15
"32",14,24
"33",14,25
"34",15,27
"35",16,21
"36",17,21
"37",17,22
"38",19,20
"39",20,31
"40",21,28
"41",21,30
"42",22,29
"43",24,28
"44",26,35
"45",27,28
"46",27,35
"47",28,37
"48",28,40
"49",29,38
"50",30,32
"51",30,33
"52",31,33
"53",31,42
"54",32,40
"55",32,41
"56",33,39
"57",34,35
"58",36,42
"59",37,39
"60",38,40
