"","V1","V2"
"1",1,11
"2",2,12
"3",2,17
"4",3,4
"5",3,8
"6",3,10
"7",3,23
"8",3,35
"9",4,7
"10",4,10
"11",5,6
"12",6,19
"13",7,19
"14",7,20
"15",8,9
"16",8,23
"17",8,30
"18",9,18
"19",9,22
"20",10,25
"21",10,26
"22",10,31
"23",10,37
"24",11,25
"25",11,26
"26",12,16
"27",12,17
"28",13,15
"29",13,16
"30",13,28
"31",14,15
"32",14,26
"33",14,27
"34",15,28
"35",16,23
"36",17,23
"37",17,24
"38",18,24
"39",19,32
"40",20,21
"41",20,32
"42",21,31
"43",23,29
"44",23,30
"45",26,29
"46",28,29
"47",29,37
"48",29,39
"49",30,34
"50",30,35
"51",31,35
"52",31,40
"53",32,33
"54",32,36
"55",34,39
"56",35,38
"57",36,40
"58",37,38
