"","x"
"1",10.545
"2",10.673
"3",14.053
"4",14.652
"5",14.976
"6",14.57
"7",13.776
"8",14.999
"9",14.95
"10",7.673
"11",9.739
"12",10.586
"13",12.923
"14",13.782
"15",13.594
"16",14.158
"17",14.672
"18",13.924
"19",10.479
"20",14.538
"21",7.705
"22",10.404
"23",12.18
"24",13.48
"25",15.086
"26",15.337
"27",15.575
"28",14.994
"29",12.531
"30",14.136
"31",15.175
"32",15.074
"33",15.752
"34",15.858
"35",15.046
"36",8.607
"37",11.943
"38",12.147
"39",13.446
"40",13.766
"41",15.559
"42",14.913
"43",15.692
"44",14.529
"45",10.99
"46",14.45
"47",14.873
"48",10.947
"49",13.601
