"","V1","V2"
"1",1,5
"2",2,19
"3",3,6
"4",4,6
"5",4,7
"6",4,10
"7",5,9
"8",5,11
"9",5,12
"10",6,9
"11",6,10
"12",7,10
"13",8,12
"14",9,11
"15",9,12
"16",9,13
"17",9,14
"18",9,17
"19",10,13
"20",11,14
"21",11,18
"22",12,16
"23",13,15
"24",13,17
"25",14,20
"26",15,19
"27",15,20
"28",16,18
"29",16,23
"30",16,24
"31",17,18
"32",17,22
"33",17,25
"34",19,26
"35",20,25
"36",21,23
"37",21,24
"38",22,24
"39",22,27
"40",22,30
"41",24,27
"42",25,28
"43",26,35
"44",27,29
"45",27,30
"46",28,30
"47",28,32
"48",29,31
"49",30,31
"50",30,32
"51",31,33
"52",31,34
"53",32,34
"54",32,37
"55",33,36
"56",35,37
"57",36,37
