"","x"
"1",0.413
"2",0.73
"3",0.533
"4",8.052
"5",0.467
"6",1.185
"7",0.588
"8",0.825
"9",0.526
"10",0.731
"11",0.288
"12",0.93
"13",0.394
"14",0.613
"15",0.31
"16",4.212
"17",0.83
"18",5.872
"19",2.289
"20",2.028
"21",0.59
"22",5.437
"23",3.222
"24",0.356
"25",0.817
"26",0.767
"27",3.344
"28",4.464
"29",4.431
"30",2.984
"31",2.994
"32",0.857
"33",2.899
"34",0.84
"35",2.905
"36",0.31
"37",0.721
"38",0.501
"39",2.166
"40",3.581
"41",3.221
"42",2.899
"43",3.484
"44",1.761
"45",2.564
"46",0.79
"47",3.023
"48",1.167
"49",1.319
"50",1.018
