"","V1","V2"
"1",1,4
"2",3,5
"3",4,6
"4",2,7
"5",5,8
"6",5,9
"7",6,9
"8",3,10
"9",5,10
"10",8,10
"11",6,11
"12",1,14
"13",12,14
"14",3,15
"15",6,15
"16",7,16
"17",8,17
"18",10,17
"19",13,17
"20",2,18
"21",12,18
"22",16,18
"23",16,20
"24",15,21
"25",18,21
"26",2,22
"27",18,22
"28",19,22
"29",9,23
"30",8,24
"31",23,24
"32",10,25
"33",15,25
"34",1,27
"35",11,27
"36",14,27
"37",15,27
"38",12,28
"39",22,29
"40",20,30
"41",26,30
"42",21,31
"43",25,31
"44",18,32
"45",29,32
"46",16,33
"47",29,33
"48",28,34
"49",32,34
"50",17,35
"51",25,35
"52",30,35
"53",30,36
"54",33,36
"55",24,38
"56",25,38
"57",30,39
"58",35,39
"59",38,40
"60",31,41
"61",32,41
"62",27,42
"63",33,43
"64",37,43
"65",24,44
"66",39,45
"67",27,46
"68",42,46
"69",41,47
"70",42,47
"71",39,48
"72",36,49
"73",48,49
"74",41,50
"75",43,50
"76",48,50
"77",43,51
"78",48,51
"79",40,52
"80",45,52
"81",46,53
"82",47,53
"83",53,54
"84",40,55
