"","x"
"1",13.871
"2",17.524
"3",15.516
"4",10.877
"5",9.593
"6",0.73
"7",8.052
"8",12.904
"9",0.588
"10",0.825
"11",0.731
"12",13.213
"13",0.288
"14",0.93
"15",0.394
"16",0.31
"17",4.212
"18",0.83
"19",12.851
"20",5.872
"21",2.289
"22",2.028
"23",0.59
"24",5.437
"25",3.222
"26",0.356
"27",12.558
"28",4.582
"29",11.791
"30",10.882
"31",0.817
"32",0.767
"33",3.344
"34",6.433
"35",16.651
"36",4.464
"37",4.431
"38",2.984
"39",2.994
"40",2.899
"41",0.84
"42",2.905
"43",0.501
"44",2.166
"45",1.761
"46",2.564
"47",1.167
"48",1.319
