"","V1","V2"
"1",1,2
"2",2,4
"3",3,4
"4",1,7
"5",5,8
"6",5,9
"7",6,9
"8",7,11
"9",10,12
"10",2,13
"11",10,13
"12",11,13
"13",11,15
"14",10,16
"15",12,16
"16",13,16
"17",4,17
"18",7,17
"19",13,17
"20",8,18
"21",9,18
"22",14,18
"23",9,19
"24",15,19
"25",16,19
"26",14,20
"27",16,20
"28",13,21
"29",21,22
"30",18,23
"31",22,24
"32",17,25
"33",19,25
"34",24,26
"35",23,27
"36",23,28
"37",25,29
"38",28,29
"39",16,30
"40",24,30
"41",25,30
"42",26,31
"43",30,32
"44",31,33
"45",32,33
"46",29,34
"47",31,35
"48",33,35
"49",32,36
"50",25,37
"51",33,37
"52",36,37
"53",34,38
"54",36,38
