"","weight"
"1",0.988544687955542
"2",0.277775808996017
"3",1.05972449241998
"4",0.258226644198762
"5",0.30532114207121
"6",1.04550915844282
"7",0.808470778184987
"8",0.624416527460007
"9",0.807829437603131
"10",0.447906910371715
"11",0.595482997677521
"12",0.783633078542724
"13",0.65215028990953
"14",1.11471790138796
"15",0.628012738736296
"16",1.47378288742939
"17",1.44180442445551
"18",1.64924224978045
"19",2.5725170553213
"20",1.49375366120651
"21",0.352674637848002
"22",0.727313137786012
"23",1.54417745090685
"24",0.483421141629545
"25",0.610573501427455
"26",1.91614790716961
