"","x"
"1",11.964
"2",11.732
"3",13.661
"4",12.568
"5",12.089
"6",11.509
"7",11.485
"8",11.343
"9",11.156
"10",11.593
"11",11.007
"12",11.304
"13",11.223
"14",11.634
"15",12.173
"16",13.141
"17",11.569
"18",10.673
"19",11.06
"20",13.559
"21",11.632
"22",4.274
"23",6.623
"24",10.699
"25",12.274
"26",10.806
"27",14.207
"28",11.494
"29",13.529
"30",10.557
"31",11.879
"32",13.602
"33",6.396
"34",12.213
"35",13.004
"36",12.755
"37",12.168
"38",12.502
"39",11.12
"40",11.608
"41",12.701
"42",12.132
"43",12.523
"44",10.097
"45",10.503
"46",12.308
"47",13.05
"48",12.394
"49",11.625
