"","x"
"1",0.593
"2",0
"3",-0.155
"4",0.382
"5",0.418
"6",0.559
"7",0.172
"8",1.872
"9",0.307
"10",0.546
"11",-0.075
"12",3.383
"13",0.055
"14",-0.013
"15",2.632
"16",3.023
"17",1.396
"18",0
"19",0.09
"20",0
"21",-0.075
"22",0
"23",0.262
"24",0
"25",1.753
"26",0
"27",0
"28",0.21
"29",0.374
"30",1.355
"31",0.464
"32",0.374
"33",0.633
"34",1.233
"35",0.802
"36",0.243
"37",0.143
"38",1.109
"39",0.31
"40",0.945
"41",6.659
"42",0.905
"43",5.049
"44",6.327
"45",0.78
"46",0.485
"47",0.961
"48",5.732
"49",0.799
"50",0.839
