"","V1","V2"
"1",1,3
"2",2,3
"3",4,5
"4",3,7
"5",3,8
"6",4,10
"7",5,10
"8",9,10
"9",5,11
"10",6,11
"11",6,12
"12",7,12
"13",7,13
"14",8,13
"15",13,14
"16",10,15
"17",11,15
"18",12,16
"19",15,17
"20",16,17
"21",17,19
"22",18,19
"23",17,21
"24",19,21
"25",16,22
"26",20,22
"27",22,23
"28",22,24
"29",18,26
"30",19,27
"31",20,28
"32",28,30
"33",21,31
"34",22,31
"35",23,33
"36",32,33
"37",24,34
"38",31,34
"39",24,35
"40",25,35
"41",28,36
"42",34,38
"43",35,38
"44",19,39
"45",27,39
"46",29,39
"47",23,40
"48",37,40
"49",39,41
"50",33,42
