"","x"
"1",15.147
"2",10.614
"3",16.001
"4",10.223
"5",8.287
"6",10.204
"7",12.88
"8",15.409
"9",16.221
"10",15.959
"11",16.792
"12",15.995
"13",10.709
"14",10.204
"15",11.55
"16",16.059
"17",9.998
"18",15.483
"19",16.032
"20",16.926
"21",16.244
"22",13.202
"23",9.881
"24",15.918
"25",10.123
"26",15.035
"27",15.527
"28",4.583
"29",11.918
"30",9.38
"31",13.021
"32",14.822
"33",15.617
"34",11.836
"35",15.013
"36",15.349
"37",16.663
"38",12.417
"39",13.927
"40",9.525
"41",9.112
"42",9.953
"43",9.299
