"","x"
"1",11.933
"2",10.96
"3",12.22
"4",13.971
"5",13.723
"6",13.964
"7",11.947
"8",12.038
"9",12.266
"10",12.546
"11",15.2
"12",17.074
"13",15.015
"14",14.897
"15",11.315
"16",12.842
"17",12.435
"18",14.867
"19",13.81
"20",15.536
"21",11.621
"22",15.436
"23",13.182
"24",11.454
"25",15.561
"26",13.499
"27",13.718
"28",15.256
"29",13.099
"30",11.575
"31",13.676
"32",13.734
"33",16.206
"34",13.6
"35",14.371
"36",13.945
"37",12.896
"38",15.61
"39",13.376
"40",14.482
"41",12.158
"42",7.62
"43",13.616
"44",12.48
